"","Year","(semi-) final","Edition","JuryOrTelevoting","FromCountry","ToCountry","Points","ToSameAsFrom","FinalOrSemiFinal"
"24841",2009,"sf2","2009sf2","J","Poland","Ireland",3,"no","SemiFinal"
"24842",2009,"sf2","2009sf2","J","Poland","Latvia",0,"no","SemiFinal"
"24843",2009,"sf2","2009sf2","J","Poland","Lithuania",4,"no","SemiFinal"
"24844",2009,"sf2","2009sf2","J","Poland","Moldova",5,"no","SemiFinal"
"24845",2009,"sf2","2009sf2","J","Poland","Norway",10,"no","SemiFinal"
"24846",2009,"sf2","2009sf2","J","Poland","Poland",0,"yes","SemiFinal"
"24847",2009,"sf2","2009sf2","J","Poland","Serbia",0,"no","SemiFinal"
"24848",2009,"sf2","2009sf2","J","Poland","Slovakia",0,"no","SemiFinal"
"24849",2009,"sf2","2009sf2","J","Poland","Slovenia",0,"no","SemiFinal"
"24850",2009,"sf2","2009sf2","J","Poland","The Netherlands",0,"no","SemiFinal"
"24851",2009,"sf2","2009sf2","J","Poland","Ukraine",7,"no","SemiFinal"
"24852",2009,"sf2","2009sf2","J","Russia","Albania",2,"no","SemiFinal"
"24853",2009,"sf2","2009sf2","J","Russia","Azerbaijan",12,"no","SemiFinal"
"24854",2009,"sf2","2009sf2","J","Russia","Croatia",3,"no","SemiFinal"
"24855",2009,"sf2","2009sf2","J","Russia","Cyprus",0,"no","SemiFinal"
"24856",2009,"sf2","2009sf2","J","Russia","Denmark",0,"no","SemiFinal"
"24857",2009,"sf2","2009sf2","J","Russia","Estonia",6,"no","SemiFinal"
"24858",2009,"sf2","2009sf2","J","Russia","Greece",4,"no","SemiFinal"
"24859",2009,"sf2","2009sf2","J","Russia","Hungary",0,"no","SemiFinal"
"24860",2009,"sf2","2009sf2","J","Russia","Ireland",0,"no","SemiFinal"
"24861",2009,"sf2","2009sf2","J","Russia","Latvia",0,"no","SemiFinal"
"24862",2009,"sf2","2009sf2","J","Russia","Lithuania",5,"no","SemiFinal"
"24863",2009,"sf2","2009sf2","J","Russia","Moldova",8,"no","SemiFinal"
"24864",2009,"sf2","2009sf2","J","Russia","Norway",10,"no","SemiFinal"
"24865",2009,"sf2","2009sf2","J","Russia","Poland",0,"no","SemiFinal"
"24866",2009,"sf2","2009sf2","J","Russia","Serbia",0,"no","SemiFinal"
"24867",2009,"sf2","2009sf2","J","Russia","Slovakia",1,"no","SemiFinal"
"24868",2009,"sf2","2009sf2","J","Russia","Slovenia",0,"no","SemiFinal"
"24869",2009,"sf2","2009sf2","J","Russia","The Netherlands",0,"no","SemiFinal"
"24870",2009,"sf2","2009sf2","J","Russia","Ukraine",7,"no","SemiFinal"
"24871",2009,"sf2","2009sf2","J","Serbia","Albania",0,"no","SemiFinal"
"24872",2009,"sf2","2009sf2","J","Serbia","Azerbaijan",6,"no","SemiFinal"
"24873",2009,"sf2","2009sf2","J","Serbia","Croatia",12,"no","SemiFinal"
"24874",2009,"sf2","2009sf2","J","Serbia","Cyprus",2,"no","SemiFinal"
"24875",2009,"sf2","2009sf2","J","Serbia","Denmark",0,"no","SemiFinal"
"24876",2009,"sf2","2009sf2","J","Serbia","Estonia",4,"no","SemiFinal"
"24877",2009,"sf2","2009sf2","J","Serbia","Greece",10,"no","SemiFinal"
"24878",2009,"sf2","2009sf2","J","Serbia","Hungary",0,"no","SemiFinal"
"24879",2009,"sf2","2009sf2","J","Serbia","Ireland",3,"no","SemiFinal"
"24880",2009,"sf2","2009sf2","J","Serbia","Latvia",0,"no","SemiFinal"
"24881",2009,"sf2","2009sf2","J","Serbia","Lithuania",0,"no","SemiFinal"
"24882",2009,"sf2","2009sf2","J","Serbia","Moldova",7,"no","SemiFinal"
"24883",2009,"sf2","2009sf2","J","Serbia","Norway",8,"no","SemiFinal"
"24884",2009,"sf2","2009sf2","J","Serbia","Poland",0,"no","SemiFinal"
"24885",2009,"sf2","2009sf2","J","Serbia","Serbia",0,"yes","SemiFinal"
"24886",2009,"sf2","2009sf2","J","Serbia","Slovakia",0,"no","SemiFinal"
"24887",2009,"sf2","2009sf2","J","Serbia","Slovenia",5,"no","SemiFinal"
"24888",2009,"sf2","2009sf2","J","Serbia","The Netherlands",0,"no","SemiFinal"
"24889",2009,"sf2","2009sf2","J","Serbia","Ukraine",1,"no","SemiFinal"
"24890",2009,"sf2","2009sf2","J","Slovakia","Albania",4,"no","SemiFinal"
"24891",2009,"sf2","2009sf2","J","Slovakia","Azerbaijan",12,"no","SemiFinal"
"24892",2009,"sf2","2009sf2","J","Slovakia","Croatia",0,"no","SemiFinal"
"24893",2009,"sf2","2009sf2","J","Slovakia","Cyprus",1,"no","SemiFinal"
"24894",2009,"sf2","2009sf2","J","Slovakia","Denmark",0,"no","SemiFinal"
"24895",2009,"sf2","2009sf2","J","Slovakia","Estonia",8,"no","SemiFinal"
"24896",2009,"sf2","2009sf2","J","Slovakia","Greece",5,"no","SemiFinal"
"24897",2009,"sf2","2009sf2","J","Slovakia","Hungary",2,"no","SemiFinal"
"24898",2009,"sf2","2009sf2","J","Slovakia","Ireland",0,"no","SemiFinal"
"24899",2009,"sf2","2009sf2","J","Slovakia","Latvia",0,"no","SemiFinal"
"24900",2009,"sf2","2009sf2","J","Slovakia","Lithuania",0,"no","SemiFinal"
"24901",2009,"sf2","2009sf2","J","Slovakia","Moldova",7,"no","SemiFinal"
"24902",2009,"sf2","2009sf2","J","Slovakia","Norway",10,"no","SemiFinal"
"24903",2009,"sf2","2009sf2","J","Slovakia","Poland",3,"no","SemiFinal"
"24904",2009,"sf2","2009sf2","J","Slovakia","Serbia",0,"no","SemiFinal"
"24905",2009,"sf2","2009sf2","J","Slovakia","Slovakia",0,"yes","SemiFinal"
"24906",2009,"sf2","2009sf2","J","Slovakia","Slovenia",0,"no","SemiFinal"
"24907",2009,"sf2","2009sf2","J","Slovakia","The Netherlands",0,"no","SemiFinal"
"24908",2009,"sf2","2009sf2","J","Slovakia","Ukraine",6,"no","SemiFinal"
"24909",2009,"sf2","2009sf2","J","Slovenia","Albania",7,"no","SemiFinal"
"24910",2009,"sf2","2009sf2","J","Slovenia","Azerbaijan",6,"no","SemiFinal"
"24911",2009,"sf2","2009sf2","J","Slovenia","Croatia",10,"no","SemiFinal"
"24912",2009,"sf2","2009sf2","J","Slovenia","Cyprus",0,"no","SemiFinal"
"24913",2009,"sf2","2009sf2","J","Slovenia","Denmark",5,"no","SemiFinal"
"24914",2009,"sf2","2009sf2","J","Slovenia","Estonia",1,"no","SemiFinal"
"24915",2009,"sf2","2009sf2","J","Slovenia","Greece",4,"no","SemiFinal"
"24916",2009,"sf2","2009sf2","J","Slovenia","Hungary",0,"no","SemiFinal"
"24917",2009,"sf2","2009sf2","J","Slovenia","Ireland",2,"no","SemiFinal"
"24918",2009,"sf2","2009sf2","J","Slovenia","Latvia",0,"no","SemiFinal"
"24919",2009,"sf2","2009sf2","J","Slovenia","Lithuania",0,"no","SemiFinal"
"24920",2009,"sf2","2009sf2","J","Slovenia","Moldova",3,"no","SemiFinal"
"24921",2009,"sf2","2009sf2","J","Slovenia","Norway",8,"no","SemiFinal"
"24922",2009,"sf2","2009sf2","J","Slovenia","Poland",0,"no","SemiFinal"
"24923",2009,"sf2","2009sf2","J","Slovenia","Serbia",12,"no","SemiFinal"
"24924",2009,"sf2","2009sf2","J","Slovenia","Slovakia",0,"no","SemiFinal"
"24925",2009,"sf2","2009sf2","J","Slovenia","Slovenia",0,"yes","SemiFinal"
"24926",2009,"sf2","2009sf2","J","Slovenia","The Netherlands",0,"no","SemiFinal"
"24927",2009,"sf2","2009sf2","J","Slovenia","Ukraine",0,"no","SemiFinal"
"24928",2009,"sf2","2009sf2","J","Spain","Albania",0,"no","SemiFinal"
"24929",2009,"sf2","2009sf2","J","Spain","Azerbaijan",7,"no","SemiFinal"
"24930",2009,"sf2","2009sf2","J","Spain","Croatia",0,"no","SemiFinal"
"24931",2009,"sf2","2009sf2","J","Spain","Cyprus",0,"no","SemiFinal"
"24932",2009,"sf2","2009sf2","J","Spain","Denmark",4,"no","SemiFinal"
"24933",2009,"sf2","2009sf2","J","Spain","Estonia",2,"no","SemiFinal"
"24934",2009,"sf2","2009sf2","J","Spain","Greece",6,"no","SemiFinal"
"24935",2009,"sf2","2009sf2","J","Spain","Hungary",3,"no","SemiFinal"
"24936",2009,"sf2","2009sf2","J","Spain","Ireland",0,"no","SemiFinal"
"24937",2009,"sf2","2009sf2","J","Spain","Latvia",0,"no","SemiFinal"
"24938",2009,"sf2","2009sf2","J","Spain","Lithuania",1,"no","SemiFinal"
"24939",2009,"sf2","2009sf2","J","Spain","Moldova",8,"no","SemiFinal"
"24940",2009,"sf2","2009sf2","J","Spain","Norway",12,"no","SemiFinal"
"24941",2009,"sf2","2009sf2","J","Spain","Poland",0,"no","SemiFinal"
"24942",2009,"sf2","2009sf2","J","Spain","Serbia",5,"no","SemiFinal"
"24943",2009,"sf2","2009sf2","J","Spain","Slovakia",0,"no","SemiFinal"
"24944",2009,"sf2","2009sf2","J","Spain","Slovenia",0,"no","SemiFinal"
"24945",2009,"sf2","2009sf2","J","Spain","The Netherlands",0,"no","SemiFinal"
"24946",2009,"sf2","2009sf2","J","Spain","Ukraine",10,"no","SemiFinal"
"24947",2009,"sf2","2009sf2","J","The Netherlands","Albania",1,"no","SemiFinal"
"24948",2009,"sf2","2009sf2","J","The Netherlands","Azerbaijan",8,"no","SemiFinal"
"24949",2009,"sf2","2009sf2","J","The Netherlands","Croatia",0,"no","SemiFinal"
"24950",2009,"sf2","2009sf2","J","The Netherlands","Cyprus",0,"no","SemiFinal"
"24951",2009,"sf2","2009sf2","J","The Netherlands","Denmark",7,"no","SemiFinal"
"24952",2009,"sf2","2009sf2","J","The Netherlands","Estonia",5,"no","SemiFinal"
"24953",2009,"sf2","2009sf2","J","The Netherlands","Greece",10,"no","SemiFinal"
"24954",2009,"sf2","2009sf2","J","The Netherlands","Hungary",0,"no","SemiFinal"
"24955",2009,"sf2","2009sf2","J","The Netherlands","Ireland",3,"no","SemiFinal"
"24956",2009,"sf2","2009sf2","J","The Netherlands","Latvia",0,"no","SemiFinal"
"24957",2009,"sf2","2009sf2","J","The Netherlands","Lithuania",0,"no","SemiFinal"
"24958",2009,"sf2","2009sf2","J","The Netherlands","Moldova",4,"no","SemiFinal"
"24959",2009,"sf2","2009sf2","J","The Netherlands","Norway",12,"no","SemiFinal"
"24960",2009,"sf2","2009sf2","J","The Netherlands","Poland",2,"no","SemiFinal"
"24961",2009,"sf2","2009sf2","J","The Netherlands","Serbia",6,"no","SemiFinal"
"24962",2009,"sf2","2009sf2","J","The Netherlands","Slovakia",0,"no","SemiFinal"
"24963",2009,"sf2","2009sf2","J","The Netherlands","Slovenia",0,"no","SemiFinal"
"24964",2009,"sf2","2009sf2","J","The Netherlands","The Netherlands",0,"yes","SemiFinal"
"24965",2009,"sf2","2009sf2","J","The Netherlands","Ukraine",0,"no","SemiFinal"
"24966",2009,"sf2","2009sf2","J","Ukraine","Albania",3,"no","SemiFinal"
"24967",2009,"sf2","2009sf2","J","Ukraine","Azerbaijan",12,"no","SemiFinal"
"24968",2009,"sf2","2009sf2","J","Ukraine","Croatia",1,"no","SemiFinal"
"24969",2009,"sf2","2009sf2","J","Ukraine","Cyprus",0,"no","SemiFinal"
"24970",2009,"sf2","2009sf2","J","Ukraine","Denmark",0,"no","SemiFinal"
"24971",2009,"sf2","2009sf2","J","Ukraine","Estonia",7,"no","SemiFinal"
"24972",2009,"sf2","2009sf2","J","Ukraine","Greece",4,"no","SemiFinal"
"24973",2009,"sf2","2009sf2","J","Ukraine","Hungary",0,"no","SemiFinal"
"24974",2009,"sf2","2009sf2","J","Ukraine","Ireland",0,"no","SemiFinal"
"24975",2009,"sf2","2009sf2","J","Ukraine","Latvia",0,"no","SemiFinal"
"24976",2009,"sf2","2009sf2","J","Ukraine","Lithuania",5,"no","SemiFinal"
"24977",2009,"sf2","2009sf2","J","Ukraine","Moldova",8,"no","SemiFinal"
"24978",2009,"sf2","2009sf2","J","Ukraine","Norway",10,"no","SemiFinal"
"24979",2009,"sf2","2009sf2","J","Ukraine","Poland",6,"no","SemiFinal"
"24980",2009,"sf2","2009sf2","J","Ukraine","Serbia",0,"no","SemiFinal"
"24981",2009,"sf2","2009sf2","J","Ukraine","Slovakia",2,"no","SemiFinal"
"24982",2009,"sf2","2009sf2","J","Ukraine","Slovenia",0,"no","SemiFinal"
"24983",2009,"sf2","2009sf2","J","Ukraine","The Netherlands",0,"no","SemiFinal"
"24984",2009,"sf2","2009sf2","J","Ukraine","Ukraine",0,"yes","SemiFinal"
"24985",2010,"f","2010f","J","Albania","Albania",0,"yes","Final"
"24986",2010,"f","2010f","J","Albania","Armenia",0,"no","Final"
"24987",2010,"f","2010f","J","Albania","Azerbaijan",0,"no","Final"
"24988",2010,"f","2010f","J","Albania","Belarus",0,"no","Final"
"24989",2010,"f","2010f","J","Albania","Belgium",0,"no","Final"
"24990",2010,"f","2010f","J","Albania","Bosnia & Herzegovina",6,"no","Final"
"24991",2010,"f","2010f","J","Albania","Cyprus",0,"no","Final"
"24992",2010,"f","2010f","J","Albania","Denmark",2,"no","Final"
"24993",2010,"f","2010f","J","Albania","France",0,"no","Final"
"24994",2010,"f","2010f","J","Albania","Georgia",0,"no","Final"
"24995",2010,"f","2010f","J","Albania","Germany",10,"no","Final"
"24996",2010,"f","2010f","J","Albania","Greece",12,"no","Final"
"24997",2010,"f","2010f","J","Albania","Iceland",0,"no","Final"
"24998",2010,"f","2010f","J","Albania","Ireland",0,"no","Final"
"24999",2010,"f","2010f","J","Albania","Israel",4,"no","Final"
"25000",2010,"f","2010f","J","Albania","Moldova",0,"no","Final"
"25001",2010,"f","2010f","J","Albania","Norway",0,"no","Final"
"25002",2010,"f","2010f","J","Albania","Portugal",0,"no","Final"
"25003",2010,"f","2010f","J","Albania","Romania",5,"no","Final"
"25004",2010,"f","2010f","J","Albania","Russia",0,"no","Final"
"25005",2010,"f","2010f","J","Albania","Serbia",3,"no","Final"
"25006",2010,"f","2010f","J","Albania","Spain",7,"no","Final"
"25007",2010,"f","2010f","J","Albania","Turkey",8,"no","Final"
"25008",2010,"f","2010f","J","Albania","Ukraine",0,"no","Final"
"25009",2010,"f","2010f","J","Albania","United Kingdom",1,"no","Final"
"25010",2010,"f","2010f","J","Armenia","Albania",0,"no","Final"
"25011",2010,"f","2010f","J","Armenia","Armenia",0,"yes","Final"
"25012",2010,"f","2010f","J","Armenia","Azerbaijan",0,"no","Final"
"25013",2010,"f","2010f","J","Armenia","Belarus",0,"no","Final"
"25014",2010,"f","2010f","J","Armenia","Belgium",0,"no","Final"
"25015",2010,"f","2010f","J","Armenia","Bosnia & Herzegovina",0,"no","Final"
"25016",2010,"f","2010f","J","Armenia","Cyprus",0,"no","Final"
"25017",2010,"f","2010f","J","Armenia","Denmark",5,"no","Final"
"25018",2010,"f","2010f","J","Armenia","France",6,"no","Final"
"25019",2010,"f","2010f","J","Armenia","Georgia",12,"no","Final"
"25020",2010,"f","2010f","J","Armenia","Germany",0,"no","Final"
"25021",2010,"f","2010f","J","Armenia","Greece",3,"no","Final"
"25022",2010,"f","2010f","J","Armenia","Iceland",0,"no","Final"
"25023",2010,"f","2010f","J","Armenia","Ireland",0,"no","Final"
"25024",2010,"f","2010f","J","Armenia","Israel",0,"no","Final"
"25025",2010,"f","2010f","J","Armenia","Moldova",0,"no","Final"
"25026",2010,"f","2010f","J","Armenia","Norway",2,"no","Final"
"25027",2010,"f","2010f","J","Armenia","Portugal",4,"no","Final"
"25028",2010,"f","2010f","J","Armenia","Romania",1,"no","Final"
"25029",2010,"f","2010f","J","Armenia","Russia",10,"no","Final"
"25030",2010,"f","2010f","J","Armenia","Serbia",0,"no","Final"
"25031",2010,"f","2010f","J","Armenia","Spain",7,"no","Final"
"25032",2010,"f","2010f","J","Armenia","Turkey",0,"no","Final"
"25033",2010,"f","2010f","J","Armenia","Ukraine",8,"no","Final"
"25034",2010,"f","2010f","J","Armenia","United Kingdom",0,"no","Final"
"25035",2010,"f","2010f","J","Azerbaijan","Albania",0,"no","Final"
"25036",2010,"f","2010f","J","Azerbaijan","Armenia",0,"no","Final"
"25037",2010,"f","2010f","J","Azerbaijan","Azerbaijan",0,"yes","Final"
"25038",2010,"f","2010f","J","Azerbaijan","Belarus",0,"no","Final"
"25039",2010,"f","2010f","J","Azerbaijan","Belgium",0,"no","Final"
"25040",2010,"f","2010f","J","Azerbaijan","Bosnia & Herzegovina",0,"no","Final"
"25041",2010,"f","2010f","J","Azerbaijan","Cyprus",0,"no","Final"
"25042",2010,"f","2010f","J","Azerbaijan","Denmark",4,"no","Final"
"25043",2010,"f","2010f","J","Azerbaijan","France",0,"no","Final"
"25044",2010,"f","2010f","J","Azerbaijan","Georgia",8,"no","Final"
"25045",2010,"f","2010f","J","Azerbaijan","Germany",1,"no","Final"
"25046",2010,"f","2010f","J","Azerbaijan","Greece",0,"no","Final"
"25047",2010,"f","2010f","J","Azerbaijan","Iceland",0,"no","Final"
"25048",2010,"f","2010f","J","Azerbaijan","Ireland",0,"no","Final"
"25049",2010,"f","2010f","J","Azerbaijan","Israel",5,"no","Final"
"25050",2010,"f","2010f","J","Azerbaijan","Moldova",6,"no","Final"
"25051",2010,"f","2010f","J","Azerbaijan","Norway",0,"no","Final"
"25052",2010,"f","2010f","J","Azerbaijan","Portugal",0,"no","Final"
"25053",2010,"f","2010f","J","Azerbaijan","Romania",7,"no","Final"
"25054",2010,"f","2010f","J","Azerbaijan","Russia",3,"no","Final"
"25055",2010,"f","2010f","J","Azerbaijan","Serbia",0,"no","Final"
"25056",2010,"f","2010f","J","Azerbaijan","Spain",0,"no","Final"
"25057",2010,"f","2010f","J","Azerbaijan","Turkey",12,"no","Final"
"25058",2010,"f","2010f","J","Azerbaijan","Ukraine",10,"no","Final"
"25059",2010,"f","2010f","J","Azerbaijan","United Kingdom",2,"no","Final"
"25060",2010,"f","2010f","J","Belarus","Albania",0,"no","Final"
"25061",2010,"f","2010f","J","Belarus","Armenia",5,"no","Final"
"25062",2010,"f","2010f","J","Belarus","Azerbaijan",6,"no","Final"
"25063",2010,"f","2010f","J","Belarus","Belarus",0,"yes","Final"
"25064",2010,"f","2010f","J","Belarus","Belgium",0,"no","Final"
"25065",2010,"f","2010f","J","Belarus","Bosnia & Herzegovina",0,"no","Final"
"25066",2010,"f","2010f","J","Belarus","Cyprus",0,"no","Final"
"25067",2010,"f","2010f","J","Belarus","Denmark",0,"no","Final"
"25068",2010,"f","2010f","J","Belarus","France",0,"no","Final"
"25069",2010,"f","2010f","J","Belarus","Georgia",7,"no","Final"
"25070",2010,"f","2010f","J","Belarus","Germany",0,"no","Final"
"25071",2010,"f","2010f","J","Belarus","Greece",0,"no","Final"
"25072",2010,"f","2010f","J","Belarus","Iceland",2,"no","Final"
"25073",2010,"f","2010f","J","Belarus","Ireland",0,"no","Final"
"25074",2010,"f","2010f","J","Belarus","Israel",8,"no","Final"
"25075",2010,"f","2010f","J","Belarus","Moldova",4,"no","Final"
"25076",2010,"f","2010f","J","Belarus","Norway",0,"no","Final"
"25077",2010,"f","2010f","J","Belarus","Portugal",0,"no","Final"
"25078",2010,"f","2010f","J","Belarus","Romania",1,"no","Final"
"25079",2010,"f","2010f","J","Belarus","Russia",12,"no","Final"
"25080",2010,"f","2010f","J","Belarus","Serbia",0,"no","Final"
"25081",2010,"f","2010f","J","Belarus","Spain",0,"no","Final"
"25082",2010,"f","2010f","J","Belarus","Turkey",3,"no","Final"
"25083",2010,"f","2010f","J","Belarus","Ukraine",10,"no","Final"
"25084",2010,"f","2010f","J","Belarus","United Kingdom",0,"no","Final"
"25085",2010,"f","2010f","J","Belgium","Albania",3,"no","Final"
"25086",2010,"f","2010f","J","Belgium","Armenia",7,"no","Final"
"25087",2010,"f","2010f","J","Belgium","Azerbaijan",5,"no","Final"
"25088",2010,"f","2010f","J","Belgium","Belarus",0,"no","Final"
"25089",2010,"f","2010f","J","Belgium","Belgium",0,"yes","Final"
"25090",2010,"f","2010f","J","Belgium","Bosnia & Herzegovina",0,"no","Final"
"25091",2010,"f","2010f","J","Belgium","Cyprus",0,"no","Final"
"25092",2010,"f","2010f","J","Belgium","Denmark",2,"no","Final"
"25093",2010,"f","2010f","J","Belgium","France",0,"no","Final"
"25094",2010,"f","2010f","J","Belgium","Georgia",4,"no","Final"
"25095",2010,"f","2010f","J","Belgium","Germany",10,"no","Final"
"25096",2010,"f","2010f","J","Belgium","Greece",12,"no","Final"
"25097",2010,"f","2010f","J","Belgium","Iceland",8,"no","Final"
"25098",2010,"f","2010f","J","Belgium","Ireland",0,"no","Final"
"25099",2010,"f","2010f","J","Belgium","Israel",0,"no","Final"
"25100",2010,"f","2010f","J","Belgium","Moldova",0,"no","Final"
"25101",2010,"f","2010f","J","Belgium","Norway",0,"no","Final"
"25102",2010,"f","2010f","J","Belgium","Portugal",0,"no","Final"
"25103",2010,"f","2010f","J","Belgium","Romania",0,"no","Final"
"25104",2010,"f","2010f","J","Belgium","Russia",0,"no","Final"
"25105",2010,"f","2010f","J","Belgium","Serbia",0,"no","Final"
"25106",2010,"f","2010f","J","Belgium","Spain",1,"no","Final"
"25107",2010,"f","2010f","J","Belgium","Turkey",6,"no","Final"
"25108",2010,"f","2010f","J","Belgium","Ukraine",0,"no","Final"
"25109",2010,"f","2010f","J","Belgium","United Kingdom",0,"no","Final"
"25110",2010,"f","2010f","J","Bosnia & Herzegovina","Albania",5,"no","Final"
"25111",2010,"f","2010f","J","Bosnia & Herzegovina","Armenia",0,"no","Final"
"25112",2010,"f","2010f","J","Bosnia & Herzegovina","Azerbaijan",7,"no","Final"
"25113",2010,"f","2010f","J","Bosnia & Herzegovina","Belarus",0,"no","Final"
"25114",2010,"f","2010f","J","Bosnia & Herzegovina","Belgium",0,"no","Final"
"25115",2010,"f","2010f","J","Bosnia & Herzegovina","Bosnia & Herzegovina",0,"yes","Final"
"25116",2010,"f","2010f","J","Bosnia & Herzegovina","Cyprus",0,"no","Final"
"25117",2010,"f","2010f","J","Bosnia & Herzegovina","Denmark",0,"no","Final"
"25118",2010,"f","2010f","J","Bosnia & Herzegovina","France",3,"no","Final"
"25119",2010,"f","2010f","J","Bosnia & Herzegovina","Georgia",4,"no","Final"
"25120",2010,"f","2010f","J","Bosnia & Herzegovina","Germany",8,"no","Final"
"25121",2010,"f","2010f","J","Bosnia & Herzegovina","Greece",6,"no","Final"
"25122",2010,"f","2010f","J","Bosnia & Herzegovina","Iceland",0,"no","Final"
"25123",2010,"f","2010f","J","Bosnia & Herzegovina","Ireland",0,"no","Final"
"25124",2010,"f","2010f","J","Bosnia & Herzegovina","Israel",1,"no","Final"
"25125",2010,"f","2010f","J","Bosnia & Herzegovina","Moldova",0,"no","Final"
"25126",2010,"f","2010f","J","Bosnia & Herzegovina","Norway",0,"no","Final"
"25127",2010,"f","2010f","J","Bosnia & Herzegovina","Portugal",0,"no","Final"
"25128",2010,"f","2010f","J","Bosnia & Herzegovina","Romania",2,"no","Final"
"25129",2010,"f","2010f","J","Bosnia & Herzegovina","Russia",0,"no","Final"
"25130",2010,"f","2010f","J","Bosnia & Herzegovina","Serbia",12,"no","Final"
"25131",2010,"f","2010f","J","Bosnia & Herzegovina","Spain",0,"no","Final"
"25132",2010,"f","2010f","J","Bosnia & Herzegovina","Turkey",10,"no","Final"
"25133",2010,"f","2010f","J","Bosnia & Herzegovina","Ukraine",0,"no","Final"
"25134",2010,"f","2010f","J","Bosnia & Herzegovina","United Kingdom",0,"no","Final"
"25135",2010,"f","2010f","J","Bulgaria","Albania",0,"no","Final"
"25136",2010,"f","2010f","J","Bulgaria","Armenia",8,"no","Final"
"25137",2010,"f","2010f","J","Bulgaria","Azerbaijan",12,"no","Final"
"25138",2010,"f","2010f","J","Bulgaria","Belarus",1,"no","Final"
"25139",2010,"f","2010f","J","Bulgaria","Belgium",0,"no","Final"
"25140",2010,"f","2010f","J","Bulgaria","Bosnia & Herzegovina",0,"no","Final"
"25141",2010,"f","2010f","J","Bulgaria","Cyprus",4,"no","Final"
"25142",2010,"f","2010f","J","Bulgaria","Denmark",0,"no","Final"
"25143",2010,"f","2010f","J","Bulgaria","France",0,"no","Final"
"25144",2010,"f","2010f","J","Bulgaria","Georgia",6,"no","Final"
"25145",2010,"f","2010f","J","Bulgaria","Germany",3,"no","Final"
"25146",2010,"f","2010f","J","Bulgaria","Greece",5,"no","Final"
"25147",2010,"f","2010f","J","Bulgaria","Iceland",0,"no","Final"
"25148",2010,"f","2010f","J","Bulgaria","Ireland",0,"no","Final"
"25149",2010,"f","2010f","J","Bulgaria","Israel",0,"no","Final"
"25150",2010,"f","2010f","J","Bulgaria","Moldova",0,"no","Final"
"25151",2010,"f","2010f","J","Bulgaria","Norway",0,"no","Final"
"25152",2010,"f","2010f","J","Bulgaria","Portugal",0,"no","Final"
"25153",2010,"f","2010f","J","Bulgaria","Romania",0,"no","Final"
"25154",2010,"f","2010f","J","Bulgaria","Russia",0,"no","Final"
"25155",2010,"f","2010f","J","Bulgaria","Serbia",0,"no","Final"
"25156",2010,"f","2010f","J","Bulgaria","Spain",2,"no","Final"
"25157",2010,"f","2010f","J","Bulgaria","Turkey",10,"no","Final"
"25158",2010,"f","2010f","J","Bulgaria","Ukraine",7,"no","Final"
"25159",2010,"f","2010f","J","Bulgaria","United Kingdom",0,"no","Final"
"25160",2010,"f","2010f","J","Croatia","Albania",5,"no","Final"
"25161",2010,"f","2010f","J","Croatia","Armenia",0,"no","Final"
"25162",2010,"f","2010f","J","Croatia","Azerbaijan",0,"no","Final"
"25163",2010,"f","2010f","J","Croatia","Belarus",0,"no","Final"
"25164",2010,"f","2010f","J","Croatia","Belgium",0,"no","Final"
"25165",2010,"f","2010f","J","Croatia","Bosnia & Herzegovina",10,"no","Final"
"25166",2010,"f","2010f","J","Croatia","Cyprus",4,"no","Final"
"25167",2010,"f","2010f","J","Croatia","Denmark",2,"no","Final"
"25168",2010,"f","2010f","J","Croatia","France",3,"no","Final"
"25169",2010,"f","2010f","J","Croatia","Georgia",7,"no","Final"
"25170",2010,"f","2010f","J","Croatia","Germany",6,"no","Final"
"25171",2010,"f","2010f","J","Croatia","Greece",0,"no","Final"
"25172",2010,"f","2010f","J","Croatia","Iceland",0,"no","Final"
"25173",2010,"f","2010f","J","Croatia","Ireland",1,"no","Final"
"25174",2010,"f","2010f","J","Croatia","Israel",0,"no","Final"
"25175",2010,"f","2010f","J","Croatia","Moldova",0,"no","Final"
"25176",2010,"f","2010f","J","Croatia","Norway",0,"no","Final"
"25177",2010,"f","2010f","J","Croatia","Portugal",0,"no","Final"
"25178",2010,"f","2010f","J","Croatia","Romania",0,"no","Final"
"25179",2010,"f","2010f","J","Croatia","Russia",0,"no","Final"
"25180",2010,"f","2010f","J","Croatia","Serbia",8,"no","Final"
"25181",2010,"f","2010f","J","Croatia","Spain",0,"no","Final"
"25182",2010,"f","2010f","J","Croatia","Turkey",12,"no","Final"
"25183",2010,"f","2010f","J","Croatia","Ukraine",0,"no","Final"
"25184",2010,"f","2010f","J","Croatia","United Kingdom",0,"no","Final"
"25185",2010,"f","2010f","J","Cyprus","Albania",0,"no","Final"
"25186",2010,"f","2010f","J","Cyprus","Armenia",7,"no","Final"
"25187",2010,"f","2010f","J","Cyprus","Azerbaijan",10,"no","Final"
"25188",2010,"f","2010f","J","Cyprus","Belarus",0,"no","Final"
"25189",2010,"f","2010f","J","Cyprus","Belgium",0,"no","Final"
"25190",2010,"f","2010f","J","Cyprus","Bosnia & Herzegovina",0,"no","Final"
"25191",2010,"f","2010f","J","Cyprus","Cyprus",0,"yes","Final"
"25192",2010,"f","2010f","J","Cyprus","Denmark",0,"no","Final"
